鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
東區,房地(土地+建物),臺南市東區東門路一段８４號之５六樓之９,3.52,都市：其他:第五種住宅區,,,1100904,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800122,22.8,1,0,1,有,有,930000,40789,,0.0,0,,RPQOMLLKRHGGFCD77DA,11.8,2.75,0.0,有,
東區,房地(土地+建物),臺南市東區大同路二段６０３號十五樓之３,6.4,都市：其他:第三種商業區,,,1100706,土地2建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,94.77,3,2,2,有,有,4500000,47483,,0.0,0,,RPPPMLSJRHGGFCD38DA,72.18,5.34,0.0,有,
南區,房地(土地+建物),臺南市南區文南二街６２號五樓,43.43,都市：其他:住宅區,,,1100826,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750823,136.48,3,2,2,有,無,3000000,21981,,0.0,0,買方需負擔土地增值稅33170元、移轉登記規費及地政士費用。含傢俱設備費；,RPQOMLTJRHGGFCD48DA,114.55,7.25,0.0,無,
南區,房地(土地+建物),臺南市南區新建路５７巷５之４號,48.67,都市：其他:住宅區,,,1100806,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0711210,104.15,3,2,2,有,無,2490000,23908,,0.0,0,,RPRNMLKKRHGGFCD67DA,87.26,10.5,0.0,無,060
東區,房地(土地+建物),臺南市東區裕智街３７號,131.71,都市：其他:虎尾寮第一種住宅區,,,1100610,土地1建物1車位0,全,四層,透天厝,住宅、停車空間、門廊,鋼筋混凝土構造,1100609,313.08,5,2,5,有,無,38000000,121375,,0.0,0,其他增建；,RPSNMLKKRHGGFCD77DA,296.22,16.86,0.0,有,
東區,車位,臺南市東區崇德三街１０８號地下層,0.07,都市：其他:第五種住宅區,,,1100906,土地1建物1車位1,地下層,七層,其他,商業用,鋼筋混凝土造,0811231,10.49,0,0,0,有,有,600000,,升降平面,0.0,600000,僅車位交易；,RPUNMLNKRHGGFCD28DA,0.0,0.0,0.0,有,
東山區,土地,田尾段1381地號,2000.0,,特定農業區,農牧用地,1100829,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2420000,1210,,0.0,0,,RPRNMLTJRHGGFED68DA,0.0,0.0,0.0,無,061
東山區,土地,番子嶺段9地號,2208.83,,山坡地保育區,農牧用地,1100909,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,773000,350,,0.0,0,,RPSNMLTJRHGGFED78DA,0.0,0.0,0.0,無,062
新營區,房地(土地+建物),臺南市新營區長榮路三段８號,2456.06,都市：其他:農業區,,,1091210,土地4建物2車位0,全,二層,透天厝,農舍,加強磚造,0721206,313.04,7,4,4,有,無,54996453,175685,,0.0,0,62、105、107地號總價為3442203元整106地號總價為50738050元整15建號總價為371100元整16建號總價為445100元整、其他增建；,RPPNMLNKRHGGFDD87DA,287.04,26.0,0.0,無,
鹽水區,房地(土地+建物),臺南市鹽水區岸內里１５鄰和平路６５巷１號五樓之九,5.84,都市：其他:住宅區,,,1100827,土地1建物1車位0,五層,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850112,24.490000000000002,1,0,1,有,無,615000,25112,,0.0,0,,RPQNMLNKRHGGFDD97DA,15.21,2.16,0.0,無,
大內區,土地,大內段1171-33地號,111.0,,一般農業區,交通用地,1100812,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,336302,3030,,0.0,0,,RPUNMLRLQHGGFFD98DA,0.0,0.0,0.0,無,
東山區,土地,大客段枋子林小段552地號,2189.0,,特定農業區,農牧用地,1100724,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2710000,1238,,0.0,0,,RPRNMLLKRHGGFED97DA,0.0,0.0,0.0,無,063
白河區,房地(土地+建物),臺南市白河區永安里１３鄰民安路２８號,118.0,都市：其他:住宅區,,,1100715,土地1建物1車位0,全,三層,透天厝,Ｈ２住宅,鋼筋混凝土構造,1090122,235.83,4,3,5,有,無,12800000,54276,,0.0,0,本件買賣土地價款新台幣3584000元，建物價款新台幣9216000元，合計新台幣1280萬元整。,RPSNMLQJQHGGFED38DA,225.48,10.35,0.0,有,
白河區,土地,內角段479地號,139.0,,特定農業區,農牧用地,1100823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,150000,1079,,0.0,0,,RPQNMLNKRHGGFED08DA,0.0,0.0,0.0,無,
東山區,土地,許秀才段767地號,1424.0,,特定農業區,農牧用地,1100811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,660000,463,,0.0,0,,RPRNMLNKRHGGFED18DA,0.0,0.0,0.0,無,
官田區,土地,二鎮段二鎮小段107地號,100.0,都市：其他:住宅區,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2080000,20800,,0.0,0,,RPVNMLLMQHGGFFD58DA,0.0,0.0,0.0,無,
麻豆區,土地,麻安段174地號,32.44,都市：其他:乙種工業區,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,490500,15120,,0.0,0,,RPXNMLLJRHGGFFD58DA,0.0,0.0,0.0,無,
官田區,房地(土地+建物),臺南市官田區二鎮里二鎮１９之６０號,145.0,都市：其他:住宅區,,,1100901,土地1建物1車位0,全,三層,透天厝,住宅、停車空間,鋼筋混凝土構造,1050128,224.54,4,1,5,有,無,12000000,53443,,0.0,0,,RPPNMLNJRHGGFFD97DA,202.25,22.29,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區客子寮２０５號,189.0,,鄉村區,乙種建築用地,1100818,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1081106,240.8,4,2,5,有,有,18600000,77243,,0.0,0,含裝潢費3600000元；,RPSNMLQJRHGGFFD58DA,207.37,33.43,0.0,無,
官田區,土地,社子段244地號,2653.0,,山坡地保育區,農牧用地,1100725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2095870,790,,0.0,0,農作物；,RPPNMLKKRHGGFFD77DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區客子寮２１９號,190.0,,鄉村區,乙種建築用地,1100816,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1081106,242.46,4,2,5,有,有,16500000,68052,,0.0,0,未登記建物；,RPRNMLKKRHGGFFD97DA,207.37,35.09,0.0,無,064
麻豆區,土地,莊禮段44地號,671.0,,特定農業區,農牧用地,1100825,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,1788,,0.0,0,,RPQNMLPKRHGGFFD38DA,0.0,0.0,0.0,無,
麻豆區,土地,莊禮段57地號,220.0,,特定農業區,農牧用地,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000,182,,0.0,0,,RPRNMLPKRHGGFFD48DA,0.0,0.0,0.0,無,
官田區,土地,拔子林段175地號,754.0,,鄉村區,乙種建築用地,1100805,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,5305,,0.0,0,,RPPNMLLKRHGGFFD87DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區埤頭７之８號,111.29,都市：其他:第三種住宅區。,,,1100812,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1080425,169.15,5,1,4,有,無,10300000,60893,,0.0,0,,RPRNMLLKRHGGFFD08DA,169.15,0.0,0.0,無,
麻豆區,土地,巷口段298地號,0.83,都市：其他:第三種住宅區。,,,1100713,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,35500,0,,0.0,0,地清或未辦繼承標售；,RPRNMLNKRHGGFFD28DA,0.0,0.0,0.0,無,
佳里區,土地,營頂段939地號,492.0,,鄉村區,乙種建築用地,1100602,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5880000,11951,,0.0,0,,RPXNMLSJRHGGFGD76DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號二樓之１,33.56,都市：其他:生活服務區(第三種住宅區),,,1091110,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,117.25999999999999,3,2,2,有,有,5700000,47345,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPRNMLPJRHGGFHD58DA,65.72,5.39,0.0,有,
善化區,房地(土地+建物),臺南市善化區龍目井路５１２號二樓之２,25.61,都市：其他:生活服務區(第三種住宅區),,,1080624,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,79.55,2,2,2,有,有,3930000,49403,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSNMLPJRHGGFHD68DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物),臺南市善化區龍目井路５０６號二樓之２,25.61,都市：其他:生活服務區(第三種住宅區),,,1090928,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,79.55,2,2,2,有,有,3650000,45883,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLPJRHGGFHD78DA,52.56,5.45,0.0,有,
白河區,土地,草店段168地號,5650.0,,特定農業區,農牧用地,1100907,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6880000,1218,,0.0,0,,RPPNMLNLRHGGFED08DA,0.0,0.0,0.0,無,
佳里區,土地,港墘段323地號,650.0,,特定農業區,農牧用地,1100826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,1231,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLMKRHGGFGD08DA,0.0,0.0,0.0,無,
將軍區,土地,保源段446地號,1231.0,,特定農業區,農牧用地,1100823,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,1462,,0.0,0,,RPTNMLKKRHGGFGD28DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區慶安路３１號,124.94,都市：其他:商業區,,,1100719,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0860226,384.72,5,2,6,有,無,12800000,33271,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPWNMLKKRHGGFGD58DA,363.99,20.73,0.0,無,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０８號四樓之３,27.9,都市：其他:生活服務區(第三種住宅區),,,1080322,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.36,2,2,2,有,有,4750000,45883,坡道平面,19.81,1100000,預售屋、或土地及建物分件登記案件；,RPXRMLSJRHGGFHD27DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號五樓之１,33.56,都市：其他:生活服務區(第三種住宅區),,,1080318,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,117.25999999999999,3,2,2,有,有,5760000,47962,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPQSMLSJRHGGFHD66DA,65.72,5.39,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號五樓之２,27.9,都市：其他:生活服務區(第三種住宅區),,,1080322,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.64,2,2,2,有,有,4900000,47775,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPSSMLSJRHGGFHD86DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號五樓之１,33.56,都市：其他:生活服務區(第三種住宅區),,,1090605,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,116.22999999999999,3,2,2,有,有,5830000,49712,坡道平面,19.07,1000000,預售屋、或土地及建物分件登記案件；,RPWSMLSJRHGGFHD27DA,65.72,5.39,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號五樓之２,27.9,都市：其他:生活服務區(第三種住宅區),,,1080326,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.64,2,2,2,有,有,4950000,48403,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPQTMLSJRHGGFHD76DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號五樓之３,27.78,都市：其他:生活服務區(第三種住宅區),,,1080320,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.3,2,2,2,有,有,4800000,47980,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPRTMLSJRHGGFHD86DA,52.93,5.5,0.0,有,
善化區,房地(土地+建物),臺南市善化區龍目井路５１０號五樓之１,25.35,都市：其他:生活服務區(第三種住宅區),,,1091115,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,78.82,2,2,2,有,有,3700000,46942,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSTMLSJRHGGFHD96DA,47.65,9.76,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號五樓之２,27.78,都市：其他:生活服務區(第三種住宅區),,,1080529,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.28999999999999,2,2,2,有,有,4850000,47354,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPTTMLSJRHGGFHD07DA,52.38,5.37,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號五樓之３,27.9,都市：其他:生活服務區(第三種住宅區),,,1080716,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.64,2,2,2,有,有,4800000,46517,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPUTMLSJRHGGFHD17DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號五樓之５,27.6,都市：其他:生活服務區(第三種住宅區),,,1091127,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,98.71000000000001,2,2,2,有,有,4870000,47958,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPVTMLSJRHGGFHD27DA,52.04,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０８號五樓之１,27.65,都市：其他:生活服務區(第三種住宅區),,,1080322,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,98.63,2,2,2,有,有,4970000,49099,坡道平面,19.81,1100000,預售屋、或土地及建物分件登記案件；,RPWTMLSJRHGGFHD37DA,47.65,9.76,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０８號五樓之２,30.08,都市：其他:生活服務區(第三種住宅區),,,1080829,土地1建物1車位2,五層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,119.38,2,2,2,有,有,6050000,48623,一樓平面,40.2,2200000,預售屋、或土地及建物分件登記案件；,RPOUMLSJRHGGFHD66DA,52.38,5.37,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號六樓之１,33.56,都市：其他:生活服務區(第三種住宅區),,,1080326,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,117.25999999999999,3,2,2,有,有,5700000,48374,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPRUMLSJRHGGFHD96DA,65.72,5.39,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號六樓之２,27.9,都市：其他:生活服務區(第三種住宅區),,,1080323,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.64,2,2,2,有,有,4670000,46140,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPSUMLSJRHGGFHD07DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１２號六樓之３,27.78,都市：其他:生活服務區(第三種住宅區),,,1091011,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.3,2,2,2,有,有,4820000,48232,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPTUMLSJRHGGFHD17DA,52.93,5.5,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號六樓之１,33.7,都市：其他:生活服務區(第三種住宅區),,,1080405,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,120.25999999999999,3,2,2,有,有,5770000,49099,坡道平面,23.11,1000000,預售屋、或土地及建物分件登記案件；,RPVUMLSJRHGGFHD37DA,65.72,5.39,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號六樓之２,27.9,都市：其他:生活服務區(第三種住宅區),,,1080324,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.64,2,2,2,有,有,4710000,46643,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPWUMLSJRHGGFHD47DA,52.56,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０６號六樓之３,27.78,都市：其他:生活服務區(第三種住宅區),,,1091221,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.3,2,2,2,有,有,4820000,48232,坡道平面,20.1,1000000,預售屋、或土地及建物分件登記案件；,RPXUMLSJRHGGFHD57DA,52.93,5.5,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號六樓之１,27.65,都市：其他:生活服務區(第三種住宅區),,,1080822,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,98.91999999999999,2,2,2,有,有,4900000,48211,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPOVMLSJRHGGFHD76DA,47.65,9.76,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號六樓之２,27.78,都市：其他:生活服務區(第三種住宅區),,,1080615,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.28999999999999,2,2,2,有,有,4900000,47986,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPQVMLSJRHGGFHD96DA,52.38,5.37,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５１０號六樓之５,27.6,都市：其他:生活服務區(第三種住宅區),,,1080928,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,98.71000000000001,2,2,2,有,有,4900000,48340,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPSVMLSJRHGGFHD17DA,52.04,5.45,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０８號六樓之１,27.65,都市：其他:生活服務區(第三種住宅區),,,1081023,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,98.91999999999999,2,2,2,有,有,4960000,48972,坡道平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPTVMLSJRHGGFHD27DA,47.65,9.76,0.0,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路５０８號六樓之２,27.78,都市：其他:生活服務區(第三種住宅區),,,1090826,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100708,99.28999999999999,2,2,2,有,有,4900000,47986,一樓平面,20.1,1100000,預售屋、或土地及建物分件登記案件；,RPUVMLSJRHGGFHD37DA,52.38,5.37,0.0,有,
