鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
仁德區,房地(土地+建物),臺南市仁德區文心路７２號五樓之８,7.59,都市：其他:商業區,,,1090826,土地1建物1車位0,五層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,87.99,2,2,1,有,有,4880000,55461,,0.0,0,,RPSOMLQLQHGGFID09DA,50.01,8.15,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路６８號六樓之８,10.12,都市：其他:商業區,,,1090111,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.46000000000001,2,2,1,有,有,5330000,52380,坡道平面,17.45,720000,,RPSTMLPLQHGGFID86DA,50.06,8.11,0.0,有,
仁德區,房地(土地+建物),臺南市仁德區文心路７２號二樓之２,7.21,都市：其他:商業區,,,1090302,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,82.03999999999999,2,2,1,有,有,4580000,55826,,0.0,0,,RPOPMLNKQHGGFID38DA,49.9,4.56,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號五樓之１０,13.03,都市：其他:商業區,,,1081031,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,138.6,3,2,2,有,有,7760000,57180,坡道平面,16.88,800000,,RPRPMLNKQHGGFID68DA,69.68,10.94,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十五樓之５,12.9,都市：其他:商業區,,,1090512,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,137.39,3,2,2,有,有,7430000,56111,坡道平面,17.45,700000,,RPTOMLMKQHGGFID68DA,67.78,11.63,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路６８號二十一樓之９,10.12,都市：其他:商業區,,,1100310,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.47999999999999,2,2,1,有,有,6030000,58276,坡道平面,17.45,900000,,RPQNMLNKQHGGFID38DA,50.06,8.13,0.0,有,
安定區,土地,保加段682地號,13.55,都市：其他:道路用地,,,1100903,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,796198,58760,,0.0,0,畸零地或有合併使用效益；政府機關標讓售；,RPVNMLOKRHGGFHD98DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十七樓之７,13.03,都市：其他:商業區,,,1080724,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,139.1,3,2,2,有,有,7640000,55240,坡道平面,17.45,920000,,RPXPMLKKNHGGFID68DA,68.92,11.64,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十七樓之８,10.12,都市：其他:商業區,,,1080724,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.44999999999999,2,2,1,有,有,5630000,54659,坡道平面,17.45,820000,,RPVQMLKKNHGGFID58DA,50.01,8.15,0.0,有,
歸仁區,土地,武東段558-2地號,1056.99,都市：其他:住宅區,,,1100802,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,115100000,108894,,0.0,0,,RPWOMLMJQHGGFID88DA,0.0,0.0,0.0,無,
歸仁區,土地,武東段558地號,1000.0,都市：其他:住宅區,,,1100802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,108900000,108900,,0.0,0,,RPTPMLMJQHGGFID68DA,0.0,0.0,0.0,無,
新化區,土地,新東段631地號,13.28,都市：其他:住宅區,,,1100818,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,390014,29369,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLTJRHGGFHD56DA,0.0,0.0,0.0,無,081
安定區,房地(土地+建物),臺南市安定區蘇厝４３８之５號,107.56,,鄉村區,乙種建築用地,1091002,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100701,200.13,4,2,3,有,無,10260000,51267,,0.0,0,,RPTOMLTJRHGGFHD66DA,170.24,29.89,0.0,無,
新市區,土地,三舍段225-3地號,328.0,,鄉村區,乙種建築用地,1100707,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5700000,17378,,0.0,0,,RPVOMLPLQHGGFHD56DA,0.0,0.0,0.0,無,
善化區,土地,善駕段1260-2地號,30.92,都市：其他:計畫道路用地,,,1100903,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,290000,9379,,0.0,0,包含公共設施保留地用地；,RPTNMLMJRHGGFHD48DA,0.0,0.0,0.0,無,
七股區,土地,後港段577-8地號,1994.0,,一般農業區,農牧用地,1100730,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,401,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKRHGGFGD28DA,0.0,0.0,0.0,無,
山上區,土地,明南段230地號,36.29,都市：其他:計畫道路用地,,,1100907,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,8267,,0.0,0,包含公共設施保留地用地；,RPQOMLRJRHGGFHD78DA,0.0,0.0,0.0,無,082
學甲區,土地,宅子港段386-4地號,844.0,,一般農業區,農牧用地,1100811,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,592,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLKRHGGFGD58DA,0.0,0.0,0.0,無,083
新市區,土地,三德段94地號,376.05,都市：其他:農業區,,,1100616,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6500000,17285,,0.0,0,,RPTOMLQJRHGGFHD98DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區施寮２５之１９號,164.0,,特定農業區,甲種建築用地,1100628,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1100415,143.04,4,2,3,有,無,8080000,56488,,0.0,0,,RPPNMLNKRHGGFGD18DA,135.5,7.54,0.0,無,
西港區,房地(土地+建物),臺南市西港區施寮２５之２１號,161.0,,特定農業區,甲種建築用地,1100605,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1100415,143.04,4,2,3,有,無,7930000,55439,,0.0,0,,RPRNMLNKRHGGFGD38DA,135.5,7.54,0.0,無,
七股區,土地,三和段751地號,539.06,,鄉村區,乙種建築用地,1100813,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6200000,11502,,0.0,0,未登記建物；,RPUNMLNKRHGGFGD68DA,0.0,0.0,0.0,無,
將軍區,土地,西湖段484地號,2348.41,都市：其他:農業區,,,1100812,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3465500,1476,,0.0,0,,RPOPMLTJRHGGFGD78DA,0.0,0.0,0.0,無,084
大內區,土地,大內段1210地號,5040.22,,一般農業區,農牧用地,1100909,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2580000,512,,0.0,0,,RPPNMLOKRHGGFFD18DA,0.0,0.0,0.0,無,085
官田區,土地,拔子林段201-5地號,301.0,,鄉村區,乙種建築用地,1100725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2913600,9680,,0.0,0,其他；未登記建物；,RPUNMLOKRHGGFFD68DA,0.0,0.0,0.0,無,
麻豆區,土地,麻工段162地號,35.95,都市：其他:乙種工業區,,,1100817,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1200000,33380,,0.0,0,,RPWNMLOKRHGGFFD88DA,0.0,0.0,0.0,無,
麻豆區,土地,溝子墘段1004-3地號,1444.0,,一般農業區,農牧用地,1100624,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2900000,2008,,0.0,0,,RPXNMLOKRHGGFFD98DA,0.0,0.0,0.0,無,
六甲區,房地(土地+建物),臺南市六甲區進化街４２巷８弄１１號,103.2,都市：其他:住宅區,,,1100901,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土構造,1091014,144.64,4,2,3,有,無,7360000,50885,,0.0,0,,RPWNMLQJRHGGFFD98DA,135.4,9.24,0.0,無,086
麻豆區,土地,寮子段1436地號,2000.0,,特定農業區,農牧用地,1100816,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4740000,2370,,0.0,0,,RPOOMLQJRHGGFFD28DA,0.0,0.0,0.0,無,
麻豆區,土地,麻安段1204地號,101.33,都市：其他:第三種住宅區。,,,1100830,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,600000,5921,,0.0,0,受債權債務關係影響或債務抵償；包含公共設施保留地用地；,RPPOMLLJRHGGFFD87DA,0.0,0.0,0.0,無,
後壁區,土地,菁寮段3230地號,1100.0,,特定農業區,農牧用地,1100908,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,1500,,0.0,0,,RPPNMLOKRHGGFED08DA,0.0,0.0,0.0,無,
東山區,土地,崎子頭段812-7地號,6845.0,,山坡地保育區,農牧用地,1100810,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,438,,0.0,0,另有東山區崎子頭段812-1地號土地持分2/4現係為山坡地保育區交通用地供公眾通行使用出賣人無償提供買方爾後通行使用確實不包括在買賣總價內買賣雙方合意以贈與方式辦理過戶給買方增值稅由買方負擔其他相關贈與費用由買方負擔,RPSNMLOKRHGGFED38DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物)+車位,臺南市麻豆區港尾里１５鄰客子寮５６８號,136.27,,鄉村區,乙種建築用地,1100818,土地3建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0951225,153.94,4,1,3,有,無,4500000,29232,坡道平面,0.0,0,,RPPNMLLMQHGGFFD97DA,141.77,12.17,0.0,無,
新營區,房地(土地+建物),臺南市新營區復興路７５巷６號四樓之一,8.89,都市：其他:商業區,,,1100724,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810523,33.27,1,0,1,有,無,610000,18335,,0.0,0,,RPPNMLPJQHGGFDD87DA,27.05,0.0,0.0,無,
東山區,土地,大客段枋子林小段823地號,2800.0,,特定農業區,農牧用地,1100804,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,1786,,0.0,0,農作物；,RPQNMLOJQHGGFED97DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇善路２５巷１１２號六樓,10.65,都市：其他:第五種商業區(附),,,1100627,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990507,120.0,2,2,2,有,有,8820000,73494,坡道平面,0.0,0,,RPWNMLNKRHGGFCD48DA,61.14,3.66,0.0,有,
南區,房地(土地+建物),臺南市南區中華南路二段５３巷２號四樓之２,60.0,都市：其他:住宅區,,,1100716,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0810904,154.54,3,2,2,有,無,4200000,27177,,0.0,0,,RPXNMLNKRHGGFCD58DA,133.25,12.51,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區崇德十九街５９號八樓之２,18.65,都市：其他:第五種住宅區,,,1100731,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830723,154.1,4,2,2,有,有,8250000,53537,坡道平面,0.0,0,,RPSNMLOKRHGGFCD18DA,88.69,10.84,0.0,有,
鹽水區,土地,飯店段1284地號,3982.0,,特定農業區,農牧用地,1100731,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5176600,1300,,0.0,0,,RPRNMLTKQHGGFDD58DA,0.0,0.0,0.0,無,
鹽水區,土地,飯店段1262地號,1029.0,,特定農業區,農牧用地,1100731,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1868000,1815,,0.0,0,,RPUNMLKMQHGGFDD18DA,0.0,0.0,0.0,無,
東區,土地,裕東段1265地號,502.53,都市：其他:虎尾寮第一種住宅區(附),,,1100625,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39370000,78344,,0.0,0,,RPTNMLNKRHGGFCD18DA,0.0,0.0,0.0,無,087
新營區,土地,育德段68地號,63.51,都市：其他:住宅區,,,1100907,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5379485,84703,,0.0,0,,RPPNMLLKRHGGFDD67DA,0.0,0.0,0.0,無,088
新營區,土地,育德段68地號,63.51,都市：其他:住宅區,,,1100907,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5379485,84703,,0.0,0,,RPQNMLLKRHGGFDD77DA,0.0,0.0,0.0,無,088
柳營區,土地,果毅後段2421地號,3335.0,,特定農業區,農牧用地,1100824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6800000,2039,,0.0,0,,RPTNMLLKRHGGFDD08DA,0.0,0.0,0.0,無,090
南區,房地(土地+建物),臺南市南區府緯街８６號五樓之７,11.42,都市：其他:商業區,,,1100810,土地2建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811028,63.07,2,2,1,有,有,3300000,52323,,0.0,0,,RPXOMLLKRHGGFCD48DA,45.66,5.76,0.0,有,
東區,房地(土地+建物),臺南市東區東門路一段３５８號五樓之３,18.59,都市：其他:第五種住宅區,,,1100629,土地5建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0800323,121.38999999999999,0,0,0,無,有,4713000,38825,,0.0,0,商業辦公大樓,RPSNMLNKPHGGFCD87DA,90.74,5.25,0.0,有,091
東區,房地(土地+建物)+車位,臺南市東區崇善十一街５２號十一樓,12.88,都市：其他:第五種住宅區,,,1100813,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880802,79.39,2,1,1,有,有,2700000,34009,坡道機械,11.24,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLQJRHGGFCD58DA,47.66,7.15,0.0,有,
東區,土地,富農段17地號,909.99,都市：其他:第五種住宅區,,,1091216,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,123871500,136124,,0.0,0,,RPWOMLQJRHGGFCD78DA,0.0,0.0,0.0,無,
東區,土地,富農段37地號,847.53,都市：其他:市場用地(附),,,1091216,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,115370000,136125,,0.0,0,,RPOPMLQJRHGGFCD08DA,0.0,0.0,0.0,無,
東區,土地,裕南段1587地號,1075.21,都市：其他:細部計畫道路用地,,,1091216,土地26建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7185600,6683,,0.0,0,包含公共設施保留地用地；,RPQPMLQJRHGGFCD28DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區長榮路二段１０６號九樓之５,3.13,都市：其他:第四種商業區,,,1100828,土地1建物1車位0,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780620,25.02,1,0,1,有,有,1400000,55955,,0.0,0,,RPUNMLLMQHGGFCD18DA,16.17,2.54,0.0,有,092
東區,房地(土地+建物)+車位,臺南市東區崇善五街１０號八樓,28.12,都市：其他:第五種住宅區,,,1100803,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831206,224.2,4,2,2,有,有,11300000,50401,坡道平面,0.0,0,,RPXPMLNJQHGGFCD58DA,115.49,12.23,0.0,有,093
南區,房地(土地+建物)+車位,臺南市南區萬年七街１６５號八樓之６,25.27,都市：其他:住宅區,,,1100801,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070619,144.34,3,2,2,有,有,7700000,53346,坡道平面,24.09,0,,RPWOMLLKQHGGFCD28DA,71.36,8.98,0.0,有,094
安南區,房地(土地+建物),臺南市安南區國安街４５巷４號,128.69,都市：其他:細部計畫道路用地,,,1100827,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0660317,123.18,3,2,4,有,無,8200000,66569,,0.0,0,未登記建物；,RPTOMLNKRHGGFBD18DA,123.18,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區海佃路三段１２０號,259.83,都市：其他:住宅區,,,1100619,土地1建物2車位0,全,一層,透天厝,住家用,加強磚造,0600101,70.05,0,0,0,無,無,20500000,292648,,0.0,0,其他增建；,RPVOMLKKRHGGFBD08DA,70.05,0.0,0.0,無,
安南區,土地,新順段57地號,141.0,都市：其他:住宅區,,,1100906,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,11348,,0.0,0,未登記建物；,RPWOMLLKRHGGFBD28DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街２６６號八樓之７,20.85,都市：其他:住宅區,,,1100821,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100114,150.16,3,2,2,有,有,7200000,47949,坡道平面,25.6,0,,RPROMLSJRHGGFBD38DA,74.67,11.16,0.0,有,095
安南區,房地(土地+建物),臺南市安南區郡安路四段２４９巷２１號,80.36,都市：其他:住宅區,,,1100901,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0700605,124.23,5,1,3,有,無,2070000,16663,,0.0,0,本案係二親等間不動產買賣親友、員工、共有人或其他特殊關係間之交易；,RPSOMLTJRHGGFBD58DA,124.23,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區立賢路一段６８２巷１１之６號,98.18,都市：其他:住宅區,,,1100802,土地3建物1車位0,一層，二層，三層，屋頂突出物，地下層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830406,241.33,6,2,5,有,有,15360000,63647,,0.0,0,頂樓加蓋；其他增建；,RPQNMLNKRHGGFAD67DA,210.98,8.11,0.0,無,
中西區,房地(土地+建物),臺南市中西區和真街４６號六樓之１,20.92,都市：其他:住宅區,,,1100810,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701207,106.34,3,2,2,有,有,3600000,33854,,0.0,0,,RPQOMLLKRHGGFAD57DA,71.23,18.43,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號四樓之１,30.43,都市：其他:住宅區,,,1080801,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,170.44,4,2,2,有,有,12480000,73222,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPRNMLMKRHGGFAD67DA,86.93,13.04,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號十二樓之５,24.74,都市：其他:住宅區,,,1090530,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,141.66,3,2,2,有,有,10400000,73415,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPSNMLMKRHGGFAD77DA,69.44,11.86,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號十四樓之２,28.32,都市：其他:住宅區,,,1080812,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,159.74,4,2,2,有,有,10560000,66107,坡道平面,16.61,0,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPTNMLMKRHGGFAD87DA,80.88,12.15,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號十三樓之３,24.77,都市：其他:住宅區,,,1090120,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,141.67000000000002,3,2,2,有,有,10370000,73198,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPUNMLMKRHGGFAD97DA,69.45,11.86,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號十二樓之３,24.77,都市：其他:住宅區,,,1080720,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,141.67000000000002,3,2,2,有,有,10400000,73410,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPVNMLMKRHGGFAD08DA,69.45,11.86,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號三樓之２,28.32,都市：其他:住宅區,,,1080903,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,159.74,4,2,2,有,有,10330000,64668,坡道平面,16.61,0,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；,RPWNMLMKRHGGFAD18DA,80.88,12.15,0.0,有,
北區,土地,華興段6-3地號,128.0,都市：其他:住宅區,,,1100718,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,85938,,0.0,0,,RPSOMLNKRHGGFAD97DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號八樓之５,26.85,都市：其他:住宅區,,,1080725,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,152.36,3,2,2,有,有,11060000,72591,坡道平面,0.0,0,預售屋、或土地及建物分件登記案件；,RPQTMLNKRHGGFAD28DA,75.23,13.02,0.0,有,
中西區,房地(土地+建物),臺南市中西區府前路一段３５９巷３８號七樓之４,4.23,都市：其他:商業區,,,1100829,土地2建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800517,29.16,1,1,1,有,有,1520000,52126,,0.0,0,,RPTNMLOKRHGGFAD08DA,17.35,3.11,0.0,有,
中西區,房地(土地+建物)+車位,臺南市中西區永華路一段２８８號四樓之８,8.92,都市：其他:商業區,,,1090831,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100727,102.80000000000001,2,2,2,有,有,6080000,69473,坡道機械,29.39,980000,預售屋、或土地及建物分件登記案件；,RPRRMLTJRHGGFAD68DA,43.57,5.64,0.0,有,
中西區,房地(土地+建物)+車位,臺南市中西區永華路一段２８８號七樓之９,12.05,都市：其他:商業區,,,1090902,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100727,139.0,3,2,2,有,有,9150000,74081,坡道機械,29.39,1030000,預售屋、或土地及建物分件登記案件；,RPSRMLTJRHGGFAD78DA,63.24,10.18,0.0,有,
中西區,房地(土地+建物),臺南市中西區永華路一段２５０巷２號七樓之１,13.41,都市：其他:住宅區,,,1100811,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0701219,67.61,2,2,1,有,有,3500000,51767,,0.0,0,陽台外推；,RPUNMLKKRHGGFAD77DA,50.95,9.72,0.0,有,096
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號八樓之１,30.43,都市：其他:住宅區,,,1080725,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,170.44,4,2,2,有,有,12520000,73457,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPRNMLKKRHGGFAD47DA,86.93,13.04,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區開元路５１５號二十四樓之２,11.49,都市：其他:住宅區,,,1100724,土地3建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1041105,159.7,3,2,2,有,有,10200000,63870,坡道平面,32.55,0,,RPPNMLLKRHGGFAD37DA,74.26,14.91,0.0,有,097
安平區,房地(土地+建物),臺南市安平區建平八街７２號十二樓之７,20.46,都市：其他:商業區,,,1100820,土地1建物1車位0,十二層，十三層,十四層,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,0880816,194.62,4,2,2,有,有,8100000,41620,,0.0,0,,RPQNMLLKRHGGFAD47DA,84.38,11.35,0.0,有,
中西區,房地(土地+建物),臺南市中西區湖美一街１０８巷１０號,62.89,都市：其他:住宅區,,,1100816,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0750327,116.03,3,2,4,有,無,7900000,68086,,0.0,0,其他增建；,RPWNMLLKRHGGFAD08DA,111.51,4.52,0.0,無,098
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號十三樓之１,28.32,都市：其他:住宅區,,,1090516,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,159.74,4,2,2,有,有,12000000,75122,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPUPMLSJRHGGFAD68DA,80.88,12.15,0.0,有,
安平區,房地(土地+建物),臺南市安平區育平八街３２號七樓之７,22.95,都市：其他:住宅區,,,1100818,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821018,124.06,3,2,1,有,無,6500000,52394,,0.0,0,,RPVPMLNLQHGGFAD38DA,79.92,9.52,0.0,有,099
北區,房地(土地+建物)+車位,臺南市北區開元路５０１號十八樓之１,11.49,都市：其他:住宅區,,,1100804,土地3建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1041105,159.98000000000002,3,2,2,有,有,9000000,56257,坡道平面,32.55,0,,RPXNMLMJRHGGFAD18DA,74.27,15.18,0.0,有,100
北區,房地(土地+建物),臺南市北區公園路１３４號九樓之１２,4.53,都市：其他:商業區,,,1100828,土地2建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780803,40.949999999999996,1,1,1,有,有,1840000,44933,,0.0,0,陽台外推；,RPPNMLSLQHGGFAD08DA,31.57,3.08,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區成功路４１０巷２６號四樓之３,24.23,都市：其他:細部計畫道路用地,,,1100803,土地3建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100507,76.76,2,2,1,有,有,8100000,104495,其他,6.9,800000,含裝潢費720000元；包含公共設施保留地用地；,RPOOMLLMQHGGFAD47DA,49.55,3.59,0.0,有,
安平區,房地(土地+建物),臺南市安平區永華六街１９０號,103.63,都市：其他:住宅區,,,1100814,土地1建物1車位0,全,四層,透天厝,店舖、住宅,ＲＣ造,0950705,272.66,5,3,4,有,無,18500000,67850,,0.0,0,其他增建；,RPPNMLOKQHGGFAD57DA,228.8,43.86,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區公園南路３７０巷１９號五樓之１,13.6,都市：其他:住宅區,,,1100626,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0890406,167.9,3,2,2,有,有,10000000,69990,坡道平面,39.31,1000000,,RPPNMLLKPHGGFAD17DA,89.18,13.16,0.0,有,
